Term,Plan,Employer,State
20141,COMPSCI-MS,Amazon,WA
20141,INFOSEC-BS,Syracuse University,NY
20141,SOFTENG-BS,Integration Point Inc,NC
20141,COMPSCI-BS,MIT Lincoln Laboratory,MA
20141,NWMEDID-BS,Ahold Inc,MA
20141,SOFTENG-BS,RIT - Information & Technology Services,NY
20141,NWMEDID-BS,RIT - Information & Technology Services,NY
20141,GAMEDES-BS,Vicarious Visions,NY
20141,INFOTEC-BS,RIT - Information & Technology Services,NY
20141,COMPSCI-BS,Eastman Kodak Co - Mt Read Blvd,NY
20141,COMPSCI-MS,Amazon,WA
20141,SOFTENG-BS,Dawnbreaker,NY
20141,GAMEDES-BS,RIT - University News,NY
20141,COMPSCI-BS,MOOG Inc,NY
20141,INFOSEC-BS,Palantir Technologies,CA
20141,COMPSCI-MS,Intuit,CA
20141,COMPSCI-MS,Intuit,CA
20141,INFOSEC-BS,RIT - Information Security Office,NY
20141,SOFTENG-BS,Alstom Transport,NY
20141,INFOTEC-BS,Electronic Access Solutions-Lenel,NY
20141,INFOST-MS,"Bausch & Lomb, Valeant",NY
20141,INFOST-MS,Intuit,CA
20141,INFOTEC-MS,Egen Solutions Inc,IL
20141,COMPSCI-MS,Canoesys Inc,IL
20141,COMPSCI-MS,Intuit,CA
20141,NETSYS-MS,Blackrock,NY
20141,INFOSEC-BS,Base Commerce LLC,NY
20141,INFOTEC-BS,Paychex Inc,NY
20141,COMPSCI-BS,SPX Flow Technology,NY
20141,INFOTEC-MS,RecordsOne,FL
20141,INFOSEC-BS,Time Inc.,NY
20141,GAMEDES-BS,Royal Master Grinders Inc,NJ
20141,NWMEDID-BS,RIT - College of Imaging Arts & Science,NY
20141,COMPSCI-BS,RIT - Golisano College of Computing,NY
20141,SOFTENG-BS,Soleo Communications Inc,NY
20141,GAMEDES-BS,Kanazawa Institute of Technology,XX
20141,NETSYS-MS,Symplicity Corporation,VA
20141,COMPSCI-BS,Oracle,PA
20141,COMPSCI-BS,Windstream,NY
20141,COMPSCI-MS,EarthLink Business,NY
20141,INFOSEC-BS,Parsons,VA
20141,ANSA-BS,Cisco Systems Inc,NC
20141,NWMEDID-BS,RIT - Saunders College of Business,NY
20141,GAMEDES-BS,ISOTX,FL
20141,COMPSCI-BS,Google,CA
20141,COMPSCI-BS,Brigade Capital Management,NY
20141,SOFTENG-BS,Intuit,CA
20141,SOFTENG-BS,Rocketrip,NY
20141,COMPSCI-MS,Silver Management Group,NJ
20141,SOFTENG-BS,Wegmans Food Markets Inc,NY
20141,INFOTEC-BS,BOCES Monroe #2,NY
20141,SOFTENG-BS,Datto Inc.,CT
20141,COMPSCI-BS,Fuzz Productions,NY
20141,INFOTEC-BS,RIT-NTID - Marketing Communications,NY
20141,GAMEDES-BS,Lake Effect Applications,NY
20141,NETSYS-MS,Thor Group,CA
20141,INFOTEC-BS,Wegmans Food Markets Inc,NY
20141,COMPSCI-BS,Paychex Inc,NY
20141,NWMEDID-BS,RIT-NTID - Technical Support Services,NY
20141,GAMEDES-BS,Electronic Access Solutions-Lenel,NY
20141,SOFTENG-BS,Bosch Security Systems,NY
20141,INFOSEC-BS,Dell SecureWorks,RI
20141,COMPSCI-BS,TEL NEXX,MA
20141,GAMEDES-BS,Marshall Pet Products,NY
20141,SOFTENG-BS,Harris Corporation,FL
20141,SOFTENG-BS,Mark One Lifestyle,CA
20141,INFOTEC-MS,Yosi Samra Inc,NY
20141,COMPSCI-MS,Idea Tech Solutions Inc,IL
20141,ANSA-BS,RIT - ITS/Technical Support,NY
20141,COMPSCI-MS,RIT - Saunders College of Business,NY
20141,SOFTENG-BS,"Mobius Works, LLC",MA
20141,SOFTENG-BS,Rochester Software Associates,NY
20141,COMPSCI-BS,Paychex Inc,NY
20141,COMPSCI-MS,NetApp,NC
20141,SOFTENG-BS,Synacor Inc.,NY
20141,NETSYS-BS,Cisco Meraki,CA
20141,COMPSCI-BS,Constant Contact,MA
20141,GAMEDES-BS,"1st Playable Productions, LLC",NY
20141,NWMEDID-BS,SapientNitro,NY
20141,SOFTENG-BS,ShopRunner,CA
20141,COMPSCI-BS,Thomson Reuters,NY
20141,SOFTENG-BS,Codonics Inc.,OH
20141,INFOSEC-BS,Cisco Systems Inc,CA
20141,GAMEDES-BS,Redsting Games LLC,NY
20141,COMPSCI-BS,BrandMuscle,OH
20141,GAMEDES-BS,Darkwind Media,NY
20141,NETSYS-MS,Ecalix Inc.,CA
20141,NETSYS-MS,Microsoft Corporation,WA
20141,COMPSCI-MS,RIT - Saunders College of Business,NY
20141,INFOSEC-BS,Syracuse University,NY
20141,COMPSCI-MS,Apple,CA
20141,GAMEDES-BS,Instrumental Software Technologies Inc,NY
20141,COMPSCI-BS,Thomson Reuters,NY
20141,SOFTENG-BS,IBM Corp,TX
20141,SOFTENG-BS,Intuit,CA
20141,COMPSCI-MS,High 5 Games,NY
20141,GAMEDES-BS,LexisNexis,OH
20141,COMPSCI-BS,General Electric - Oil & Gas,MA
20141,COMPSCI-BS,Envisage Information Systems,NY
20141,GAMEDES-BS,FUJIFILM NORTH AMERICA,NY
20141,ANSA-BS,BOCES Monroe #2,NY
20141,SOFTENG-BS,CloudCheckr,NY
20141,SOFTENG-BS,Alstom Transport,NY
20141,GAMEDES-BS,Paychex Inc,NY
20141,COMPSCI-BS,Brand Networks Inc,NY
20141,INFOTEC-BS,Interactive Intelligence Inc,IN
20141,INFOTEC-BS,Frontier Corp/A Citizens Comm. Co.,NY
20141,COMPSCI-MS,Exa Corporation,MA
20141,GAMEDES-BS,TEOCO,VA
20141,COMPSCI-MS,Intel Corp,AZ
20141,COMPSCI-MS,Intuit,CA
20141,COMPSCI-BS,Vnomics Corp,NY
20141,COMPSCI-MS,Hitachi Data Systems,CA
20141,SOFTENG-BS,EnerNOC Inc,MA
20141,INFOSEC-BS,Parsons,VA
20141,COMPSCI-BS,Electronic Access Solutions-Lenel,NY
20141,COMPSCI-BS,Xelex Technologies Inc.,NY
20141,INFOSEC-BS,Paychex Inc,NY
20141,COMPSCI-BS,elogic Group LLC,NY
20141,NETSYS-MS,"Bendix, A Knorr Bremse Company",OH
20141,ANSA-BS,Cisco Meraki,CA
20141,COMPSCI-BS,Global Printing  (Global Thinking),VA
20141,INFOSEC-BS,Paychex Inc,NY
20141,COMPSCI-MS,Intel Corp,CA
20141,COMPSCI-MS,Astra Identity Inc,MA
20141,SOFTENG-MS,Intuit,CA
20141,INFOTEC-BS,University of Rochester Medical Center - Information System Division,NY
20141,SOFTENG-BS,Thomson Reuters,NY
20141,SOFTENG-BS,Harris Corporation,NY
20141,INFOSEC-BS,RIT - Saunders College of Business,NY
20141,SOFTENG-BS,HubSpot,MA
20141,GAMEDES-BS,Vuzix Corporation,NY
20141,COMPSCI-MS,MobileAware,MA
20141,COMPSCI-MS,Cisco Systems Inc,CA
20141,INFOSEC-BS,Workinman,NY
20141,COMPSCI-BS,Xamarin,MA
20141,GAMEDES-BS,Zywave,WI
20141,COMPSCI-BS,Vnomics Corp,NY
20141,GAMEDES-BS,Xamarin,MA
20141,COMPSCI-MS,"ESRI, Implementation Services",CA
20141,GAMEDES-BS,Electronic Access Solutions-Lenel,NY
20141,COMPSCI-BS,Kodak Alaris,NY
20141,INFOTEC-BS,Walt Disney World,FL
20141,GAMEDES-BS,EnerNOC Inc,MA
20141,COMPSCI-BS,Square Inc.,CA
20141,INFOTEC-BS,Kane IT Solutions,NY
20141,COMPSCI-BS,Allied Associates International,VA
20141,NETSYS-MS,Greenlight Networks,NY
20141,COMPSCI-BS,Unisys,PA
20141,COMPSCI-MS,Cavalier IT Inc,NJ
20141,SOFTENG-BS,Omni-ID,NY
20141,ANSA-BS,EMC Corporation,MA
20141,GAMEDES-BS,LBi Software,NY
20141,GAMEDES-BS,Darkwind Media,NY
20141,COMPSCI-BS,Citigroup,NY
20141,SOFTENG-BS,Que Centre,NY
20141,INFOSEC-BS,LandtitleUSA,TX
20141,INFOTEC-BS,Wayne-Finger Lakes BOCES,NY
20141,COMPSCI-BS,Lexmark International Inc.,KY
20141,ANSA-BS,Cisco Meraki,CA
20141,GAMEDES-BS,Thomson Reuters,NY
20141,INFOSEC-BS,JPMorgan Chase,NY
20141,COMPSCI-MS,Oracle,PA
20141,GAMEDES-BS,Epic,WI
20141,SOFTENG-BS,"Star Fantasy Leagues, Inc",NY
20141,COMPSCI-BS,University of Rochester - Lab for Laser Energetics,NY
20141,ANSA-BS,RIT - ITS/Technical Support,NY
20141,INFOTEC-BS,Skyvo,NY
20141,GAMEDES-BS,Hasbro,RI
20141,GAMEDES-BS,Intel Corp,OR
20141,COMPSCI-BS,US Department of Defense,MD
20141,COMPSCI-MS,Vicor Corp,MA
20141,ANSA-BS,Cisco Systems Inc,CA
20141,COMPSCI-BS,Citigroup,NY
20141,COMPSCI-BS,MIT Lincoln Laboratory,MA
20141,COMPSCI-BS,MotionSavvy,NY
20141,NWMEDID-BS,The Brewster Inn,NY
20141,COMPSCI-MS,Amazon,WA
20141,INFOSEC-BS,Cigital,VA
20141,NETSYS-MS,University of Rochester Medical Center - Information System Division,NY
20141,COMPSCI-BS,Amazon,WA
20141,COMPSCI-MS,Thomson Reuters,NY
20141,COMPSCI-MS,Intuit,CA
20141,INFOSEC-BS,FM Global,RI
20141,GAMEDES-BS,Intuit,CA
20141,COMPSCI-MS,Industrial Indexing Systems,NY
20141,COMPSCI-BS,Parsons,VA
20141,COMPSCI-MS,Windstream,NY
20141,COMPSCI-BS,Amazon,WA
20141,ANSA-BS,RIT - College of Liberal Arts,NY
20141,NWMEDID-BS,Bose Corporation,MA
20141,INFOSEC-BS,IDI Billing Solutions,NY
20141,COMPSCI-BS,phoments,NY
20141,COMPSCI-BS,GE Oil & Gas,NY
20141,COMPSCI-MS,Intuit,CA
20141,COMPSCI-BS,Rochester Software Associates,NY
20141,SOFTENG-BS,RIT - Information & Technology Services,NY
20141,COMPSCI-BS,RIT - Research Computing,NY
20141,NETSYS-BS,PCC Structurals,CT
20141,GAMEDES-BS,RP Solutions Inc,NY
20141,INFOSEC-BS,RIT - ITS/Technical Support,NY
20141,INFOSEC-BS,Wyman Gordon,TX
20141,COMPSCI-BS,Microsoft Corporation,WA
20141,COMPSCI-BS,General Electric,OH
20141,COMPSCI-MS,Paychex Inc,NY
20141,COMPSCI-BS,Electronic Access Solutions-Lenel,NY
20141,COMPSCI-BS,ShoreTel Sky (formerly M5 Networks),NY
20141,INFOTEC-BS,Exelon Corp*,NY
20141,INFOSEC-BS,Cisco Systems Inc,NC
20141,COMPSCI-BS,CryptoLabs,NY
20141,COMPSCI-BS,GeekHive,NY
20141,INFOTEC-BS,EMS eSchedule,NY
20141,GAMEDES-BS,Epic,WI
20141,INFOSEC-BS,Genesee & Wyoming Inc,NY
20141,INFOTEC-BS,Rochester Software Associates,NY
20141,ANSA-BS,RIT - ITS/Technical Support,NY
20141,COMPSCI-BS,Silver Management Group,NJ
20141,COMPSCI-MS,FM Global,RI
20141,SOFTENG-BS,EnerNOC Inc,MA
20141,COMPSCI-BS,American Greetings,OH
20141,INFOTEC-MS,InsidersReferral.com,TX
20141,SOFTENG-BS,IDI Billing Solutions,NY
20141,GAMEDES-BS,RIT - Golisano College of Computing,NY
20141,INFOTEC-BS,MOOG Inc,NY
20141,COMPSCI-MS,Thomson Reuters,NY
20141,SOFTENG-BS,EnerNOC Inc,MA
20141,COMPSCI-MS,MIAC,NY
20141,COMPSCI-MS,Exa Corporation,MA
20141,COMPSCI-BS,Envative,NY
20141,COMPSCI-BS,RIT - School of Mathematical Sciences,NY
20141,COMPSCI-MS,Amazon,WA
20141,SOFTENG-BS,The Raymond Corporation,NY
20141,GAMEDES-BS,IntelliGenesis,MD
20141,SOFTENG-BS,Alpine Software,NY
20141,SOFTENG-BS,GeekHive,NY
20141,COMPSCI-BS,Codonics Inc.,OH
20141,INFOSEC-BS,RIT - Information Security Office,NY
20141,INFOSEC-BS,RIT - Information Security Office,NY
20141,SOFTENG-BS,MediSked LLC,NY
20141,GAMEDES-BS,RIT - Golisano College of Computing,NY
20141,COMPSCI-BS,Intuit,CA
20141,COMPSCI-MS,Industrial Indexing Systems,NY
20141,ANSA-BS,Cisco Systems Inc,CA
20141,INFOTEC-BS,University of Rochester Medical Center - Information System Division,NY
20141,INFOTEC-BS,Sorenson Communication,NY
20141,COMPSCI-MS,Intuit,CA
20141,COMPSEC-MS,AllianceBernstein,NY
20141,COMPSCI-BS,"Service Education, Inc.",NY
20141,INFOTEC-BS,RIT - Distributed Support Svcs,NY
20141,GAMEDES-BS,Seagate Technology,MA
20141,COMPSCI-BS,BlueTie Inc,NY
20145,COMPSCI-BS,Workinman,NY
20145,COMPSCI-BS,Xamarin,MA
20145,COMPSCI-MS,Alstom Transport,NY
20145,COMPSCI-BS,FUJIFILM NORTH AMERICA,NY
20145,SOFTENG-BS,Brand Networks Inc,NY
20145,COMPSCI-MS,Paychex Inc,NY
20145,GAMEDES-BS,Darkwind Media,NY
20145,COMPSCI-MS,Paychex Inc,NY
20145,COMPSCI-MS,CableLabs,CO
20145,INFOTEC-BS,Wyman Gordon,TX
20145,INFOTEC-BS,The Infini,NY
20145,INFOTEC-BS,Alstom Transport,NY
20145,COMPSCI-MS,Micron Technology,VA
20145,INFOTEC-BS,RIT - ITS/Technical Support,NY
20145,COMPSCI-MS,Thomson Reuters,NY
20145,INFOTEC-BS,Twelve Strike,CA
20145,SOFTENG-BS,Thomson Reuters,NY
20145,COMPSCI-BS,Paychex Inc,NY
20145,GAMEDES-BS,Xamarin,MA
20145,INFOTEC-BS,CoverMyMeds,OH
20145,NWMEDID-BS,Crosman Airguns,NY
20145,COMPSCI-MS,Paychex Inc,NY
20145,COMPSCI-MS,Soleo Communications Inc,NY
20145,COMPSCI-MS,Intuit,CA
20145,COMPSCI-BS,EnerNOC Inc,MA
20145,ANSA-BS,Nucor Steel Auburn,NY
20145,COMPSCI-BS,Iomaxis,VA
20145,SOFTENG-MS,RIT - Saunders College of Business,NY
20145,COMPSCI-BS,Constant Contact,MA
20145,COMPSCI-BS,RP Solutions Inc,NY
20145,COMPSCI-BS,Colonial Pipeline,GA
20145,GAMEDES-BS,Nemesys Games,XX
20145,COMPSCI-BS,CloudCheckr,NY
20145,COMPSCI-BS,Ginkgo Bioworks,MA
20145,ANSA-BS,REI Building Services,MA
20145,COMPSCI-BS,CloudCheckr,NY
20145,GAMEDES-BS,Arkadium,NY
20145,COMPSCI-BS,Electronic Access Solutions-Lenel,NY
20145,COMPSCI-MS,Silicon Studios,XX
20145,GAMEDES-BS,Transaver,NY
20145,SOFTENG-BS,EnerNOC Inc,MA
20145,COMPSCI-MS,Intuit,CA
20145,SOFTENG-MS,Intuit,CA
20145,ANSA-BS,IEC Electronics,NY
20145,COMPSCI-BS,Thomson Reuters,NY
20145,GAMEDES-BS,Thomson Reuters,NY
20145,INFOTEC-BS,RIT - ITS/Technical Support,NY
20145,GAMEDES-BS,RIT - Research Computing,NY
20145,INFOTEC-BS,FM Global,RI
20145,NETSYS-MS,Unisys,PA
20145,COMPSCI-MS,IBM Corp,MA
20145,GAMEDES-BS,Star Headlight & Lantern Co,NY
20145,SOFTENG-BS,Paychex Inc,NY
20145,INFOST-MS,University of Rochester,NY
20145,COMPSCI-MS,Philips North America,MA
20145,INFOST-MS,University of Rochester - Info Technology,NY
20145,GAMEDES-BS,High 5 Games,NY
20145,COMPSCI-BS,RIT - Computer Science,NY
20145,COMPSCI-BS,BlueTie Inc,NY
20145,GAMEDES-BS,Retrotech Inc,NY
20145,COMPSCI-BS,Philips North America,MA
20145,INFOSEC-BS,BOCES Monroe #2,NY
20145,COMPSCI-BS,IBM Corp,MA
20145,GAMEDES-BS,"1st Playable Productions, LLC",NY
20145,COMPSCI-BS,Retrotech Inc,NY
20145,GAMEDES-BS,Industrial Indexing Systems,NY
20145,GAMEDES-BS,RIT - Research Computing,NY
20145,GAMEDES-BS,RIT - Research Computing,NY
20145,GAMEDES-BS,BrokenMyth Studios LLC,NY
20145,COMPSCI-BS,Kulicke & Soffa Inc,PA
20145,COMPSCI-BS,Deka Research & Development,NH
20145,SOFTENG-BS,Paychex Inc,NY
20145,INFOTEC-BS,Rochester Software Associates,NY
20145,COMPSCI-BS,EagleDream Technologies,NY
20145,INFOTEC-BS,MOOG Inc,NY
20145,SOFTENG-BS,Pinhole Press,NY
20145,NWMEDID-BS,RIT - Information & Technology Services,NY
20145,SOFTENG-BS,EnerNOC Inc,MA
20145,COMPSCI-MS,EarthLink,NY
20145,COMPSCI-MS,Intuit,CA
20145,NWMEDID-BS,Brand Integrity,NY
20145,COMPSCI-BS,Videk Inc.,NY
20145,COMPSCI-MS,DreamBox Learning,WA
20145,SOFTENG-BS,Savant Systems,MA
20145,COMPSCI-MS,Intuit,CA
20145,INFOTEC-BS,RIT - Information & Technology Services,NY
20145,SOFTENG-BS,Constant Contact,MA
20145,NETSYS-MS,CoVal Systems,PA
20145,INFOTEC-MS,Boston Scientific,MA
20145,COMPSCI-MS,Micron Technology,VA
20145,COMPSCI-MS,Cogito Corporation,MA
20145,COMPSCI-BS,Parsons,VA
20145,GAMEDES-BS,Pictometry International LLC,NY
20145,INFOST-MS,Paychex Inc,NY
20145,COMPSCI-BS,Wattb (formerly GridPotential),NY
20145,INFOSEC-BS,MassMutual,MA
20145,NWMEDID-BS,Paychex Inc,NY
20145,GAMEDES-BS,Workinman,NY
20145,NWMEDID-BS,Apple,CA
20145,COMPSCI-BS,EarthLink Business,NY
20145,GAMEDES-BS,Pictometry International LLC,NY
20145,COMPSCI-BS,EagleDream Technologies,NY
20145,COMPSCI-BS,US Department of Defense,MD
20145,GAMEDES-BS,Pictometry International LLC,NY
20145,COMPSCI-MS,Amadeus,MA
20145,COMPSCI-MS,Adarza Biosystems Inc,NY
20145,COMPSCI-MS,Intuit,CA
20145,INFOTEC-BS,Paychex Inc,NY
20145,COMPSCI-BS,Intuit,CA
20145,COMPSCI-MS,Paychex Inc,NY
20145,GAMEDES-BS,Hitachi Data Systems,CA
20145,GAMEDES-BS,"1st Playable Productions, LLC",NY
20145,COMPSCI-BS,Soleo Communications Inc,NY
20145,GAMEDES-BS,Nothing Studios,NY
20145,COMPSCI-BS,BAE Systems,VA
20145,INFOST-MS,Paychex Inc,NY
20145,INFOTEC-MS,Paychex Inc,NY
20145,SOFTENG-BS,IDI Billing Solutions,NY
20145,ANSA-BS,RIT - Center for Campus Life,NY
20145,COMPSCI-BS,Google,CA
20145,COMPSCI-MS,Paychex Inc,NY
20145,INFOTEC-BS,Paychex Inc,NY
20145,INFOTEC-MS,Siri Info Solutions Inc.,NJ
20145,COMPSCI-BS,HubSpot,MA
20145,COMPSCI-MS,Alstom Transport,NY
20145,GAMEDES-MS,Center for Open Science,VA
20145,SOFTENG-BS,Vuzix Corporation,NY
20145,COMPSCI-MS,Alstom Transport,NY
20145,GAMEDES-BS,Alpine Software,NY
20145,INFOSEC-BS,Dell SecureWorks,IL
20145,SOFTENG-BS,C Speed LLC,NY
20145,NETSYS-BS,Wegmans Food Markets Inc,NY
20145,SOFTENG-BS,Brand Networks Inc,NY
20145,GAMEDES-BS,Anthony Bristol Images,NY
20145,SOFTENG-BS,Rochester Software Associates,NY
20145,INFOSEC-BS,RIT - ITS/Technical Support,NY
20145,ANSA-BS,Progressive Expert Consulting,NY
20145,INFOSEC-BS,Paychex Inc,NY
20145,INFOSEC-BS,University of Rochester Medical Center - Information System Division,NY
20145,INFOTEC-BS,Intuit,CA
20145,COMPSCI-BS,Intuit,CA
20145,INFOSEC-BS,Cisco Systems Inc,CA
20145,COMPSCI-BS,Microsoft Corporation,WA
20145,GAMEDES-BS,Alpine Software,NY
20145,SOFTENG-BS,RIT - Information & Technology Services,NY
20145,GAMEDES-BS,Vicarious Visions,NY
20145,ANSA-BS,Palantir,VA
20145,SOFTENG-BS,University of Rochester Medical Center,NY
20145,GAMEDES-BS,Marshall Pet Products,NY
20145,COMPSCI-BS,Liberty Mutual,WA
20145,GAMEDES-BS,"1st Playable Productions, LLC",NY
20145,COMPSCI-BS,General Electric,OH
20145,COMPSEC-MS,Dell SecureWorks,RI
20145,COMPSCI-BS,Envisage Information Systems,NY
20145,SOFTENG-BS,Paychex Inc,NY
20145,COMPSCI-MS,Intel Corp,OR
20145,COMPSCI-BS,RIT - Computer Science,NY
20145,INFOTEC-BS,RIT-NTID - Technical Support Services,NY
20145,SOFTENG-BS,IDI Billing Solutions,NY
20145,COMPSCI-BS,Interactive Intelligence Inc,IN
20145,INFOST-MS,Intuit,CA
20145,COMPSCI-MS,eHealth Global Technologies Inc,NY
20145,INFOST-MS,"Bausch & Lomb, Valeant",NY
20145,NWMEDID-BS,RIT-NTID - Learning Center,NY
20145,COMPSCI-MS,EagleDream Technologies,NY
20145,COMPSCI-MS,Alstom Transport,NY
20145,INFOTEC-MS,Egen Solutions Inc,IL
20145,INFOTEC-BS,RIT - College of Imaging Arts & Science,NY
20145,COMPSCI-MS,Spectrosys Solutions Inc,MA
20145,INFOSEC-BS,Base Commerce LLC,NY
20145,INFOSEC-BS,Parsons,VA
20145,COMPSCI-BS,Xamarin,MA
20145,SOFTENG-BS,CoverMyMeds,OH
20145,INFOTEC-MS,RecordsOne,FL
20145,INFOSEC-BS,Time Inc.,NY
20145,NWMEDID-BS,Global Printing  (Global Thinking),VA
20145,SOFTENG-BS,Wegmans Food Markets Inc,NY
20145,COMPSCI-MS,Ahold Inc,MA
20145,COMPSCI-MS,eHealth Global Technologies Inc,NY
20145,COMPSCI-BS,Pocket Gems,CA
20145,COMPSCI-BS,Windstream,NY
20145,COMPSCI-BS,General Dynamics Mission Systems,MA
20145,COMPSCI-BS,Xamarin,MA
20145,INFOSEC-BS,Symantec Corporation,VA
20145,INFOTEC-BS,Flight Plan LLC,CT
20145,COMPSCI-BS,Thomson Reuters,NY
20145,COMPSCI-BS,Elite Solutions,NY
20145,COMPSCI-BS,InterSystems Corporation,MA
20145,COMPSCI-BS,SPX Flow Technology,NY
20145,COMPSCI-BS,Oracle,PA
20145,GAMEDES-BS,The Bross Group,NY
20145,SOFTENG-BS,Wegmans Food Markets Inc,NY
20145,COMPSCI-BS,Microsoft Corporation,WA
20145,COMPSCI-BS,FM Global,RI
20145,SOFTENG-BS,Compass,NY
20145,SOFTENG-BS,Brand Networks Inc,NY
20145,GAMEDES-BS,RIT - Research Computing,NY
20145,COMPSCI-BS,CloudCheckr,NY
20145,COMPSCI-BS,General Electric,OH
20145,COMPSCI-MS,CableLabs,CO
20145,GAMEDES-BS,Marshall Pet Products,NY
20145,SOFTENG-BS,Mark One Lifestyle,CA
20145,INFOTEC-MS,Yosi Samra Inc,NY
20145,ANSA-BS,RIT - ITS/Technical Support,NY
20145,COMPSCI-MS,Amazon,WA
20145,COMPSCI-BS,Robert Bosch Tool Corporation,IL
20145,NETSYS-MS,CableLabs,CO
20145,COMPSCI-MS,Amazon,WA
20145,GAMEDES-BS,Planet Works,XX
20145,SOFTENG-BS,Northrop Grumman,MD
20145,ANSA-BS,Greenlight Networks,NY
20145,COMPSCI-BS,Apple,CA
20145,COMPSCI-MS,Thomson Reuters,NY
20145,GAMEDES-BS,Kolmon Productions,CT
20145,GAMEDES-BS,RIT - Research Computing,NY
20145,SOFTENG-BS,CoverMyMeds,OH
20145,COMPSCI-BS,Mercury Computer Systems Inc,MA
20145,INFOTEC-BS,Priority Thinking,NY
20145,GAMEDES-BS,RIT - Golisano College of Computing,NY
20145,SOFTENG-BS,HubSpot,MA
20145,INFOSEC-BS,RIT - Research Computing,NY
20145,COMPSCI-BS,Intuit,CA
20145,GAMEDES-BS,Darkwind Media,NY
20145,COMPSCI-MS,Paychex Inc,NY
20145,INFOTEC-BS,Johnson & Johnson-Janssen,PA
20145,COMPSCI-MS,Modis,NY
20145,INFOTEC-BS,Purple Communications Inc,CA
20145,COMPSCI-BS,Thomson Reuters,NY
20145,COMPSCI-BS,MOOG Inc,NY
20145,INFOTEC-BS,Global Printing  (Global Thinking),VA
20145,COMPSCI-BS,Intel Corp,CA
20145,GAMEDES-BS,LexisNexis,OH
20145,ANSA-BS,Cisco Meraki,CA
20145,SOFTENG-BS,EnerNOC Inc,MA
20145,COMPSCI-BS,WB Games,CA
20145,INFOTEC-MS,ARGUS INFORMATION & ADVISORY SERVICES,NY
20145,INFOST-MS,Paychex Inc,NY
20145,COMPSCI-MS,Paychex Inc,NY
20145,COMPSCI-BS,Brand Networks Inc,NY
20145,GAMEDES-BS,Empirical Resolution Inc,NY
20145,COMPSCI-MS,Ahold Inc,MA
20145,INFOSEC-BS,University of Rochester Medical Center - Information System Division,NY
20145,SOFTENG-BS,Thomson Reuters,NY
20145,COMPSCI-MS,Exa Corporation,MA
20145,SOFTENG-BS,Oracle,PA
20145,SOFTENG-BS,Constant Contact,MA
20145,COMPSCI-MS,"RiverNorth Capital Management, LLC",IL
20145,INFOSEC-BS,Paychex Inc,NY
20145,NETSYS-MS,"Next Jump, Inc.",NY
20145,INFOTEC-BS,Paychex Inc,NY
20145,INFOSEC-BS,Paychex Inc,NY
20145,COMPSCI-MS,Oracle,PA
20145,COMPSCI-MS,RIT - Computer Science,NY
20145,COMPSCI-MS,"TPS, LLC",PA
20145,INFOTEC-BS,University of Rochester Medical Center - Information System Division,NY
20145,SOFTENG-BS,Harris Corporation,NY
20145,INFOTEC-BS,Soleo Communications Inc,NY
20145,SOFTENG-BS,Xamarin,MA
20145,COMPSCI-MS,Cisco Systems Inc,CA
20145,COMPSCI-BS,Thomson Reuters,NY
20145,NWMEDID-BS,Catalyst Direct Inc.,NY
20145,SOFTENG-BS,"UTC Climate, Controls & Security",NY
20145,HUMCOMP-MS,RIT - Saunders Startup,NY
20145,SOFTENG-BS,Intuit,CA
20145,NWMEDID-BS,EarthLink Business,NY
20145,GAMEDES-BS,Electronic Access Solutions-Lenel,NY
20145,COMPSCI-BS,NASA Goddard Space Flight Center,MD
20145,SOFTENG-BS,MSA,PA
20145,COMPSCI-BS,University of Rochester - Info Technology,NY
20145,SOFTENG-MS,Paychex Inc,NY
20145,GAMEDES-BS,RIT - Research Computing,NY
20145,COMPSCI-MS,Exa Corporation,MA
20145,INFOTEC-BS,Kane IT Solutions,NY
20145,NETSYS-MS,EagleDream Technologies,NY
20145,COMPSCI-MS,VOLVO LOGISTICS REGION NORTH AMERICA,VA
20145,COMPSCI-BS,Thomson Reuters,NY
20145,HUMCOMP-MS,Ahold Inc,MA
20145,COMPSCI-MS,RIT - Computer Science,NY
20145,COMPSCI-MS,Ahold Inc,MA
20145,NWMEDID-BS,Datto Inc.,CT
20145,COMPSCI-MS,Intuit,CA
20145,COMPSCI-BS,Unisys,PA
20145,SOFTENG-MS,Siri Info Solutions Inc.,NJ
20145,COMPSEC-MS,Cigital,IN
20145,INFOTEC-BS,MCD Partners,NY
20145,GAMEDES-BS,Strong National Museum of Play,NY
20145,INFOSEC-BS,Liberty Mutual,NH
20145,SOFTENG-BS,Microsoft Corporation,WA
20145,COMPSCI-BS,RIT - Information & Technology Services,NY
20145,GAMEDES-BS,Roblox,CA
20145,INFOSEC-BS,Symantec Corporation,VA
20145,GAMEDES-BS,RIT - Golisano College of Computing,NY
20145,SOFTENG-BS,Que Centre,NY
20145,GAMEDES-BS,RIT - Golisano College of Computing,NY
20145,SOFTENG-BS,Parsons,VA
20145,COMPSCI-BS,Datto Inc,NY
20145,INFOTEC-BS,University of Rochester - Lab for Laser Energetics,NY
20145,INFOSEC-BS,Syracuse University,NY
20145,COMPSCI-MS,EMC Corporation,CA
20145,COMPSCI-BS,Harris Corporation,NY
20145,COMPSCI-MS,EagleDream Technologies,NY
20145,COMPSCI-BS,Google,CA
20145,SOFTENG-BS,Brand Networks Inc,NY
